x-coordinate,y-coordinate,Similarity_score
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10499.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9411.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10163.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_4223.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_4389.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_1471.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9041.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10533.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_4673.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5961.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_1922.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_8200.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_10860.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5432.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5598.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_8650.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_9942.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_5062.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_1888.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_7730.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_6822.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_2532.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_8095.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_463.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_7360.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_2498.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_2162.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_199.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_6988.json,0.6363636363636364
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_6121.json,0.5
data/haunted_places_jsons_subset/haunted_place_6863.json,data/haunted_places_jsons_subset/haunted_place_930.json,0.5
